Timestamp,Open,High,Low,Close,Volume
2024-09-16 09:30:00,419.0136913511503,419.0599732665184,41.825735349883104,418.65604678221007,672030
2024-09-16 09:32:00,418.6288458939309,418.9473797934722,41.82544661254044,418.5845152929545,648249
2024-09-16 09:34:00,418.610185830112,418.9249718260529,41.83316367330052,418.2952796127624,677357
2024-09-16 09:36:00,418.27266351593335,418.79767376920654,41.79994110487448,418.1327552944204,644973
2024-09-16 09:38:00,418.1169845754896,419.2368203598203,41.79836937695209,419.0400023934657,696817
2024-09-16 09:40:00,418.9306580200625,419.7913303084993,41.8913770636847,419.7312525877267,629303
2024-09-16 09:42:00,419.70711431627353,420.1684256770887,41.95789312712743,419.908300592136,681183
2024-09-16 09:44:00,419.9061730581296,420.0541873238697,41.941372896718846,419.4224373735397,711156
2024-09-16 09:46:00,419.321147653726,419.7044082760608,41.90766651792687,419.1410921779958,630219
2024-09-16 09:48:00,419.141450663972,419.197795971238,41.80181698843885,417.8935743203044,685533
2024-09-16 09:50:00,417.9199784052471,418.40753511801466,41.7868239188623,418.17882380105794,675657
2024-09-16 09:52:00,418.1423763001918,419.01430127053584,41.81593063269264,418.88873541558274,578959
2024-09-16 09:54:00,418.93770890889147,419.0945998965884,41.84138142331719,418.4209905523064,612164
2024-09-16 09:56:00,41.84084700959372,419.14102213727057,41.84084700959372,418.528703660528,720960
2024-09-16 09:58:00,418.59971420848126,418.78550607276696,41.8098551273787,418.1265250231714,618637
